factid,timeid,clientid,addressid,productid,orderid,orderlineid,SALES,DEALSIZE
1208,1159,161,1208,1190,1159,1208,2019.27,Small
1209,20,10,10,1190,468,1209,1454.7,Small
1210,1161,25,1210,1190,1161,1210,1657.57,Small
1211,182,182,1211,1190,182,1211,2851.84,Small
1212,549,25,1212,1190,549,995,4609.64,Medium
1213,472,44,1213,1190,472,211,5079.96,Medium
1214,24,24,1214,1190,24,1214,1879.92,Small
1215,552,481,1215,1215,552,1215,4774.86,Medium
1216,107,20,1216,1215,107,1216,2687.04,Small
1217,554,937,1217,1215,937,1125,3423.75,Medium
1218,109,109,1218,1215,109,1218,3455.76,Medium
1219,110,16,1219,1215,110,457,3622.97,Medium
1220,111,42,1220,1215,111,462,3599.58,Medium
1221,112,112,1221,1215,112,388,5386.56,Medium
1222,113,113,1222,1215,113,283,4918.78,Medium
1223,114,114,1223,1215,114,646,2538.8,Small
1224,115,115,1224,1215,115,1224,2498.6,Small
1225,116,116,1225,1215,116,1225,3858.75,Medium
1226,1226,37,1226,1215,1226,368,5600.5,Medium
1227,564,25,1227,1215,564,282,4103.46,Medium
1228,119,119,1228,1215,119,1228,4287.5,Medium
1229,120,120,1229,1215,120,268,5795.54,Medium
1230,567,567,1230,1215,567,1230,1863.4,Small
1231,122,33,1231,1215,122,1231,4166.88,Medium
1232,123,123,1232,1215,123,1232,4080.07,Medium
1233,1233,481,1233,1215,1233,462,3815.48,Medium
1234,571,571,1234,1215,571,752,5526.45,Medium
1235,572,108,1235,1215,572,73,3374.6,Medium
1236,128,128,1236,1215,128,1236,3024.5,Medium
1237,574,25,1237,1215,574,1237,1266.1,Small
1238,575,1,1238,1215,575,1238,4811.85,Medium
1239,131,131,1239,1215,131,1239,7307.42,Large
1240,1240,483,1240,1215,1240,1240,6209.25,Medium
1241,266,25,1241,1241,266,387,5348.5,Medium
1242,187,30,1242,1241,187,304,2780.58,Small
1243,188,188,1243,1241,188,1042,3447,Medium
1244,189,44,1244,1241,189,412,3791.52,Medium
1245,1245,32,1245,1241,1245,309,4524.1,Medium
1246,191,30,1246,1241,191,226,3337.6,Medium
1247,32,174,1247,1241,192,1043,5532.12,Medium
1248,113,109,1248,1241,193,300,5096.91,Medium
1249,114,38,1249,1241,194,95,4537.08,Medium
1250,142,142,1250,1241,142,45,6146.8,Medium
1251,196,196,1251,1241,196,398,8258,Large
1252,277,177,1252,1241,277,525,7238.28,Large
1253,198,182,1253,1241,198,293,6756,Medium
1254,199,18,1254,1241,199,1042,3734,Medium
1255,120,44,1255,1241,200,134,4674.8,Medium
1256,42,0,1256,1241,383,198,7140.76,Large
1257,122,202,1257,1241,202,1257,3600.65,Medium
1258,151,203,1258,1241,203,432,4206.74,Medium
1259,124,11,1259,1241,284,1259,5379.71,Medium
1260,125,31,1260,1241,125,50,5679.36,Medium
1261,336,188,1261,1241,336,429,4394.84,Medium
1262,48,25,1262,1241,287,223,2528.25,Small
1263,288,39,1263,1241,288,1054,7031.52,Large
1264,725,25,1264,1241,725,1264,5340.9,Medium
1265,1060,25,1265,1241,1060,10,6376.58,Medium
1266,211,13,1266,1241,211,243,6896.75,Medium
1267,578,45,1267,1267,578,1267,1903.22,Small
1268,527,202,1268,1267,527,1268,2499.56,Small
1269,477,462,1269,1267,580,1269,3081.24,Medium
1270,451,51,51,1267,451,89,3598.22,Medium
1271,480,4,1271,1267,480,1271,3912.09,Medium
1272,453,481,1272,1267,481,1272,1584.66,Small
1273,167,44,1273,1267,482,400,3942.72,Medium
1274,483,483,1274,1267,483,1274,2341.2,Small
1275,169,188,1275,1267,456,1275,2482.11,Small
1276,1276,113,1276,1267,1276,1276,3602.02,Medium
1277,486,34,1277,1267,486,581,3566.94,Medium
1278,459,418,1278,1267,538,1278,3787.98,Medium
1279,41,41,1279,1267,41,1279,3704.05,Medium
1280,542,143,1280,1267,542,1280,2834.65,Small
1281,110,24,1281,1267,592,1281,3392.26,Medium
1282,178,25,1282,1267,544,1282,3358.31,Medium
1283,467,202,1283,1267,494,106,7310,Large
1284,595,162,1284,1267,595,554,2203.11,Small
1285,548,3,1285,1267,548,1285,2696.96,Small
1286,498,25,1286,1267,498,431,3376.64,Medium
1287,550,131,1287,1267,550,1287,541.14,Small
1288,599,21,21,1267,599,1288,6134.7,Medium
1289,106,106,1289,1289,106,1289,3382.5,Medium
1290,187,30,1290,1289,187,1290,2240.66,Small
1291,990,25,1291,1289,990,1291,3962.88,Medium
1292,189,44,1292,1289,189,1292,1685.28,Small
1293,190,25,1293,1289,190,1293,1834.36,Small
1294,138,23,1294,1289,993,1294,1916.98,Small
1295,994,197,1295,1289,994,1295,2611,Small
1296,113,109,1296,1289,193,1296,3630.28,Medium
1297,114,114,1297,1289,114,1297,5090.5,Medium
1298,195,34,1298,1289,195,1298,3949.65,Medium
1299,998,119,1299,1289,998,1299,3491.67,Medium
1300,999,123,1300,1289,999,1300,2059.19,Small
1301,117,0,1301,1289,117,1301,3170.16,Medium
1302,118,52,1302,1289,118,1302,1790.6,Small
1303,119,119,1303,1289,119,1303,2345.97,Small
1304,120,120,1304,1289,120,282,3580.88,Medium
1305,201,41,1305,1289,201,90,4946.06,Medium
1306,122,202,1306,1289,202,1306,3525.6,Medium
1307,1307,14,1307,1289,1307,567,3602.16,Medium
1308,1083,27,1308,1289,1083,1308,4300.5,Medium
1309,125,31,1309,1289,125,37,4498.19,Medium
1310,126,25,1310,1289,126,276,3023.1,Medium
1311,288,39,1311,1289,288,1311,3562.49,Medium
1312,725,25,1312,1289,725,1312,1640.24,Small
1313,340,44,1313,1289,340,79,4739.4,Medium
1314,132,121,1314,1289,132,1314,1207.68,Small
1315,26,17,1315,1315,26,1043,4228.2,Medium
1316,134,134,1316,1315,134,20,4815.45,Medium
1317,28,28,1317,1315,28,398,7083,Large
1318,29,5,1318,1315,29,67,4601.2,Medium
1319,30,30,1319,1315,30,877,6467.02,Medium
1320,138,138,1320,1315,138,87,5012.55,Medium
1321,32,108,1321,1315,139,633,5121.59,Medium
1322,33,33,1322,1315,33,138,2441.04,Small
1323,34,34,1323,1315,34,591,4262.08,Medium
1324,142,142,1324,1315,142,1023,6658.02,Medium
1325,143,143,1325,1315,143,203,4509.08,Medium
1326,144,44,1326,1315,144,406,4716.23,Medium
1327,38,38,1327,1315,38,168,2390.22,Small
1328,39,143,1328,1315,146,1328,4666.62,Medium
1329,40,21,21,1315,40,387,5383.08,Medium
1330,148,18,1330,1315,148,1330,2482.25,Small
1331,42,42,1331,1315,42,293,5288.64,Medium
1332,150,15,1332,1315,150,1332,2184.38,Small
1333,151,35,1333,1315,151,1064,2881.76,Small
1334,124,177,1334,1315,1132,305,6203.06,Medium
1335,153,27,1335,1315,153,88,6763.47,Medium
1336,47,10,10,1315,47,72,5884.65,Medium
1337,48,44,1337,1315,48,12,3559.64,Medium
1338,49,51,51,1315,156,1338,1668.37,Small
1339,50,44,1339,1315,209,329,4890.6,Medium
1340,52,52,1340,1315,52,268,5235.72,Medium
1341,53,14,1341,1315,160,150,4325.16,Medium
1342,26,17,1342,1342,26,1342,1938.89,Small
1343,213,44,1343,1342,213,1343,2490.5,Small
1344,28,28,1344,1342,28,1344,2314.69,Small
1345,29,5,1345,1342,29,1345,1254.83,Small
1346,30,30,1346,1342,30,1346,1282.8,Small
1347,138,138,1347,1342,138,1347,1345.75,Small
1348,32,32,1348,1342,32,1348,2194.22,Small
1349,33,33,1349,1342,33,1349,1972,Small
1350,34,34,1350,1342,34,1350,1835.98,Small
1351,35,35,1351,1342,35,1351,1119.93,Small
1352,36,36,1352,1342,36,1352,2082.88,Small
1353,144,44,1353,1342,144,1353,1569.75,Small
1354,38,38,1354,1342,38,1354,2694.15,Small
1355,39,39,1355,1342,39,1355,1257.27,Small
1356,40,21,21,1342,40,1356,2567.84,Small
1357,148,18,1357,1342,148,1357,2634.28,Small
1358,42,42,1358,1342,42,1358,1502.78,Small
1359,43,43,1359,1342,43,1359,1676.2,Small
1360,44,44,1360,1342,44,1360,2217.15,Small
1361,124,11,1361,1342,284,224,6832.02,Medium
1362,46,8,1362,1342,46,1362,1916.64,Small
1363,123,28,1363,1342,206,1363,7110.8,Large
1364,48,25,1364,1342,287,970,5302.8,Medium
1365,49,51,51,1342,156,73,2730,Small
1366,50,44,1366,1342,209,475,7827.3,Large
1367,52,52,1367,1342,52,1367,2095.45,Small
1368,53,25,1368,1342,53,1368,1556.62,Small
1369,161,161,1369,1369,161,735,5565.12,Medium
1370,162,162,1370,1369,162,1370,3583.16,Medium
1371,163,44,1371,1369,163,1371,4705.18,Medium
1372,1193,554,1372,1369,1193,27,4444.54,Medium
1373,4,4,1373,1369,4,555,4618.88,Medium
1374,166,51,51,1369,166,1374,4910.4,Medium
1375,6,6,1375,1369,6,198,5565.12,Medium
1376,168,168,1376,1369,168,1376,4237.76,Medium
1377,9,9,1377,1369,9,1377,5673.58,Medium
1378,171,171,1378,1369,171,1378,5260.15,Medium
1379,172,106,1379,1369,172,497,6350.96,Medium
1380,1102,9,1380,1369,1102,136,3559.4,Medium
1381,1202,121,1381,1369,1202,73,2410.6,Small
1382,175,175,1382,1369,175,1170,5713.92,Medium
1383,176,171,1383,1369,176,1383,4300.32,Medium
1384,16,16,1384,1369,16,877,7947.31,Large
1385,178,168,1385,1369,178,1385,5356.8,Medium
1386,179,258,1386,1369,258,87,7901.1,Large
1387,1159,161,1387,1369,1159,241,6101,Medium
1388,20,10,10,1369,468,28,6276.46,Medium
1389,1161,25,1389,1369,1161,450,4203.5,Medium
1390,182,182,1390,1369,182,1390,1629.04,Small
1391,549,25,1391,1369,549,1391,3289.86,Medium
1392,472,44,1392,1369,472,90,6862.94,Medium
1393,527,202,1393,1393,527,1393,2574.18,Small
1394,477,462,1394,1393,580,1394,1327.79,Small
1395,451,51,51,1393,451,1395,2356.25,Small
1396,452,203,1396,1393,452,1396,2013.5,Small
1397,453,481,1397,1393,481,1397,2807.22,Small
1398,167,44,1398,1393,482,1398,3072.96,Medium
1399,483,483,1399,1393,483,1399,1906.5,Small
1400,169,188,1400,1393,456,1400,3431.7,Medium
1401,1276,113,1401,1393,1276,1401,2084.75,Small
1402,486,34,1402,1393,486,1402,2136.01,Small
1403,459,418,1403,1393,538,1403,2009.7,Small
1404,1404,188,1404,1393,1404,1404,2719.8,Small
1405,1405,25,1405,1393,1405,1405,1575.08,Small
1406,542,143,1406,1393,542,1406,1688.43,Small
1407,110,24,1407,1393,592,1407,1672.1,Small
1408,178,25,1408,1393,544,1408,1674.75,Small
1409,467,202,1409,1393,494,168,3472.98,Medium
1410,595,162,1410,1393,595,1410,1649.18,Small
1411,548,3,1411,1393,548,1411,3751,Medium
1412,498,25,1412,1393,498,1412,4536,Medium
1413,550,131,1413,1393,550,1413,4421.34,Medium
1414,599,21,21,1393,599,1414,2078.28,Small
1415,527,202,1415,1415,527,1415,3069,Medium
1416,477,462,1416,1415,580,1416,1713.8,Small
1417,451,51,51,1415,451,1417,1506.5,Small
1418,452,203,1418,1415,452,1418,2692.12,Small
1419,453,13,1419,1415,532,1419,2422.08,Small
1420,167,44,1420,1415,482,1420,3488.34,Medium
1421,168,45,1421,1415,401,1421,2583.34,Small
1422,169,188,1422,1415,456,1422,1249.4,Small
1423,300,25,1423,1415,300,1423,3374.71,Medium
1424,537,116,1424,1415,537,1424,1265.46,Small
1425,459,418,1425,1415,538,1425,1681.46,Small
1426,1404,188,1426,1415,1404,1426,3204,Medium
1427,1405,25,1427,1415,1405,1427,2398.72,Small
1428,542,143,1428,1415,542,1428,2381.04,Small
1429,464,464,1429,1415,464,1429,1944.54,Small
1430,178,25,1430,1415,544,1430,2273.7,Small
1431,45,23,1431,1415,412,1431,2116.5,Small
1432,467,202,1432,1415,494,1432,1307.32,Small
1433,595,162,1433,1415,595,1433,1726.37,Small
1434,548,3,1434,1415,548,1434,1267.77,Small
1435,498,25,1435,1415,498,648,3441.82,Medium
1436,550,131,1436,1415,550,1436,1987.18,Small
1437,599,21,21,1415,599,1437,3880.2,Medium
1438,266,25,1438,1438,266,1438,1942.15,Small
1439,368,31,1439,1438,368,1439,3259.92,Medium
1440,188,188,1440,1438,188,1440,1213.8,Small
1441,370,182,1441,1438,370,1441,1086.6,Small
1442,1245,32,1442,1438,1245,1442,1632.75,Small
1443,191,30,1443,1438,191,1443,1734,Small
1444,32,174,1444,1438,192,1444,1857.06,Small
1445,113,374,1445,1438,374,1445,1863.41,Small
1446,34,71,1446,1438,375,1446,2924.68,Small
1447,142,142,1447,1438,142,1447,2294.18,Small
1448,196,196,1448,1438,196,1448,1457.82,Small
1449,277,177,1449,1438,277,1449,1955.88,Small
1450,198,25,1450,1438,379,1450,2314.4,Small
1451,39,143,1451,1438,146,1451,1310.96,Small
1452,199,44,1452,1438,381,1452,2913.3,Small
1453,120,44,1453,1438,200,1453,1357.78,Small
1454,42,0,1454,1438,383,1454,2150,Small
1455,150,15,1455,1438,150,1455,2783.25,Small
1456,151,203,1456,1438,203,1456,2339.92,Small
1457,124,11,1457,1438,284,1457,1729,Small
1458,205,134,1458,1438,205,72,5972.4,Medium
1459,336,188,1459,1438,336,1459,2275.2,Small
1460,48,25,1460,1438,287,1460,2673.44,Small
1461,208,44,1461,1438,208,1461,2431.75,Small
1462,725,25,1462,1438,725,1462,2018.72,Small
1463,1060,25,1463,1438,1060,1463,1558.99,Small
1464,392,25,1464,1438,392,1464,1104.6,Small
1465,53,14,1465,1438,160,1465,2575.1,Small
1466,0,0,1466,1466,0,278,2845.75,Small
1467,55,10,10,1466,55,1467,3431.75,Medium
1468,2,2,1468,1466,2,1468,3273.9,Medium
1469,3,3,1469,1466,3,1469,4119.4,Medium
1470,4,4,1470,1466,4,1470,5355.68,Medium
1471,5,5,1471,1466,5,106,5747.5,Medium
1472,6,6,1472,1466,6,1472,5355.36,Medium
1473,7,7,1473,1466,7,450,2535.75,Small
1474,8,8,1474,1466,8,128,4351.23,Medium
1475,9,9,1475,1466,9,1475,2254,Small
1476,10,10,10,1466,10,1476,2921.28,Small
1477,11,11,1477,1466,11,169,2299,Small
1478,12,12,1478,1466,12,46,2637.18,Small
1479,13,13,1479,1466,13,525,4307.52,Medium
1480,14,14,1480,1466,14,138,2153.76,Small
1481,15,15,1481,1466,15,424,3716.88,Medium
1482,16,16,1482,1466,16,633,5455.76,Medium
1483,17,17,1483,1466,17,404,2650.62,Small
1484,18,18,1484,1466,18,377,6437.28,Medium
1485,19,0,1485,1466,19,1485,2633.4,Small
1486,74,39,1486,1466,74,1486,2278.53,Small
1487,101,5,1487,1466,101,1487,4846,Medium
1488,76,32,1488,1466,76,224,4197.1,Medium
1489,23,42,1489,1466,184,78,4597.65,Medium
1490,24,24,1490,1466,24,201,5287.7,Medium
1491,25,25,1491,1466,25,36,3550.05,Medium
1492,527,202,1492,1492,527,1492,1721.73,Small
1493,528,70,1493,1492,528,1493,2993.5,Small
1494,529,1,1494,1492,529,1494,1295.06,Small
1495,451,51,51,1492,451,1495,2671.95,Small
1496,452,203,1496,1492,452,1496,1226.59,Small
1497,453,13,1497,1492,532,1497,1453.84,Small
1498,167,7,1498,1492,167,1498,1830.22,Small
1499,168,45,1499,1492,401,1499,2530.01,Small
1500,169,188,1500,1492,456,1500,2241.45,Small
1501,300,25,1501,1492,300,1501,2399.85,Small
1502,537,116,1502,1492,537,1502,1557.72,Small
1503,459,418,1503,1492,538,1503,845.25,Small
1504,174,174,1504,1492,174,1504,1352.4,Small
1505,462,462,1505,1492,462,1505,1584.8,Small
1506,542,143,1506,1492,542,1506,2616,Small
1507,464,464,1507,1492,464,1507,1129.04,Small
1508,178,25,1508,1492,544,1508,2218.5,Small
1509,45,23,1509,1492,412,1509,2028.48,Small
1510,467,202,1510,1492,494,1510,1759.2,Small
1511,20,1,1511,1492,547,1511,977.67,Small
1512,548,3,1512,1492,548,1512,1463,Small
1513,549,25,1513,1492,597,1513,3970.56,Medium
1514,550,131,1514,1492,550,1514,2576,Small
1515,599,21,21,1492,599,1515,2233.69,Small
1516,552,481,1516,1516,552,1516,2481.64,Small
1517,55,10,10,1516,55,1271,4651.53,Medium
1518,783,25,1518,1516,783,1518,3858.1,Medium
1519,3,3,1519,1516,3,1519,3501.6,Medium
1520,5,5,1520,1516,5,1520,6433.7,Medium
1521,63,63,1521,1516,63,1521,2658.96,Small
1522,10,10,10,1516,10,581,3608.76,Medium
1523,788,120,1523,1516,788,1523,2214.67,Small
1524,563,131,1524,1516,563,1524,2747.53,Small
1525,564,25,1525,1516,564,1525,3310.92,Medium
1526,14,14,1526,1516,14,1526,2380,Small
1527,566,464,1527,1516,566,646,2310.88,Small
1528,793,196,1528,1516,793,39,4061.76,Medium
1529,17,71,1529,1516,71,795,3493.7,Medium
1530,123,123,1530,1516,123,248,2872.25,Small
1531,1233,481,1531,1516,1233,1531,4114.38,Medium
1532,74,39,1532,1516,74,1532,1063.65,Small
1533,798,554,1533,1516,798,1533,2008.44,Small
1534,76,32,1534,1516,76,1534,4328.6,Medium
1535,574,25,1535,1516,574,1535,1376.43,Small
1536,575,1,1536,1516,575,1536,5552.16,Medium
1537,802,12,1537,1516,802,1537,3659.02,Medium
1538,577,174,1538,1516,577,1538,4165.61,Medium
1539,728,177,1539,1539,728,1539,1404,Small
1540,527,202,1540,1539,527,1540,710.2,Small
1541,477,462,1541,1539,580,1541,1702.8,Small
1542,479,377,1542,1539,479,1542,1194.84,Small
1543,480,4,1543,1539,480,1543,1007.14,Small
1544,453,481,1544,1539,481,1544,977.43,Small
1545,167,44,1545,1539,482,1545,1436.76,Small
1546,483,483,1546,1539,483,1546,759.46,Small
1547,484,25,1547,1539,484,1547,1189.44,Small
1548,587,28,1548,1539,587,1548,683.8,Small
1549,486,34,1549,1539,486,1549,1226.82,Small
1550,739,142,1550,1539,739,1550,974.82,Small
1551,41,41,1551,1539,41,1551,577.6,Small
1552,542,143,1552,1539,542,1552,1106.93,Small
1553,43,43,1553,1539,43,1553,694.6,Small
1554,44,44,1554,1539,44,1554,1152.06,Small
1555,45,45,1555,1539,45,85,2624,Small
1556,467,202,1556,1539,494,1556,3685.95,Medium
1557,595,162,1557,1539,595,1557,703.6,Small
1558,469,2,1558,1539,469,293,9720,Large
1559,548,3,1559,1539,548,1559,834.67,Small
1560,498,25,1560,1539,498,1560,2257.92,Small
1561,51,51,51,1539,51,83,8344.71,Large
1562,751,143,1562,1539,751,1562,1801.94,Small
1563,599,21,21,1539,599,1563,1209.6,Small
1564,0,0,1564,1564,0,1564,3155.14,Medium
1565,55,10,10,1564,55,1565,2848.86,Small
1566,2,2,1566,1564,2,1566,3570.29,Medium
1567,3,3,1567,1564,3,1567,3902.41,Medium
1568,4,17,1568,1564,1568,1568,1474.66,Small
1569,5,5,1569,1564,5,1569,2186.89,Small
1570,6,6,1570,1564,6,1570,1919.4,Small
1571,7,7,1571,1564,7,1571,3656,Medium
1572,8,8,1572,1564,8,1572,1847,Small
1573,63,63,1573,1564,63,1573,1851,Small
1574,10,10,10,1564,10,1574,2633.78,Small
1575,65,65,1575,1564,65,1575,3153.6,Medium
1576,563,131,1576,1564,563,1576,2803.2,Small
1577,13,13,1577,1564,13,1577,2311.02,Small
1578,14,14,1578,1564,14,1578,2399.4,Small
1579,15,15,1579,1564,15,1579,2733.12,Small
1580,793,196,1580,1564,793,1580,2096.32,Small
1581,17,71,1581,1564,71,1581,2971.34,Small
1582,18,18,1582,1564,18,1582,2257.58,Small
1583,19,0,1583,1564,19,1583,3493.91,Medium
1584,20,114,1584,1564,1584,1584,4398.9,Medium
1585,182,182,1585,1564,182,214,3595.62,Medium
1586,22,14,1586,1564,22,16,2443.29,Small
1587,23,42,1587,1564,184,1587,3988.6,Medium
1588,78,9,1588,1564,78,1588,5168.4,Medium
1589,577,174,1589,1564,577,1576,2803.2,Small
1590,106,106,1590,1590,106,155,6341.21,Medium
1591,187,30,1591,1590,187,225,5189.78,Medium
1592,108,108,1592,1590,108,1172,6027.75,Medium
1593,189,44,1593,1590,189,161,3366,Medium
1594,190,25,1594,1590,190,67,5456.4,Medium
1595,111,42,1595,1590,111,1595,3812.16,Medium
1596,994,197,1596,1590,994,1137,6083,Medium
1597,113,109,1597,1590,193,587,3170.7,Medium
1598,114,114,1598,1590,114,1328,4534.6,Medium
1599,195,34,1599,1590,195,1599,4301.15,Medium
1600,998,119,1600,1590,998,327,6804.63,Medium
1601,999,123,1601,1590,999,380,5652.94,Medium
1602,117,0,1602,1590,117,1472,6960.48,Medium
1603,118,52,1603,1590,118,718,4512.6,Medium
1604,119,119,1604,1590,119,303,2784.76,Small
1605,120,120,1605,1590,120,671,5316.36,Medium
1606,201,41,1606,1590,201,138,2941.89,Small
1607,122,202,1607,1590,202,534,3207.4,Medium
1608,1307,14,1608,1590,1307,1063,4215.05,Medium
1609,1083,27,1609,1590,1083,93,4333.29,Medium
1610,125,31,1610,1590,125,1610,2087.13,Small
1611,126,25,1611,1590,126,1611,1711.22,Small
1612,288,39,1612,1590,288,464,3910.53,Medium
1613,129,4,1613,1590,129,1613,2255.12,Small
1614,340,44,1614,1590,340,217,5720.75,Medium
1615,132,121,1615,1590,132,1615,3335.23,Medium
1616,728,177,1616,1616,728,1616,2472.96,Small
1617,527,202,1617,1616,527,1617,1729.65,Small
1618,477,462,1618,1616,580,1618,995.5,Small
1619,479,377,1619,1616,479,1619,2414.72,Small
1620,480,4,1620,1616,480,1620,1560.47,Small
1621,453,481,1621,1616,481,1621,1112.94,Small
1622,167,44,1622,1616,482,1622,1138.94,Small
1623,483,483,1623,1616,483,1623,1012.4,Small
1624,484,25,1624,1616,484,1624,913.92,Small
1625,587,28,1625,1616,587,1625,2349.06,Small
1626,486,34,1626,1616,486,1626,1161.12,Small
1627,487,25,1627,1616,487,1627,1764.75,Small
1628,843,418,1628,1616,843,1628,1690.9,Small
1629,41,41,1629,1616,41,1629,2137.05,Small
1630,490,7,1630,1616,490,1630,2177.1,Small
1631,43,43,1631,1616,43,1631,1734.48,Small
1632,44,44,1632,1616,44,1632,865.49,Small
1633,45,45,1633,1616,45,119,3500.1,Medium
1634,467,202,1634,1616,494,1634,2223.52,Small
1635,595,70,1635,1616,1635,1635,2311.68,Small
1636,469,2,1636,1616,469,1636,828.36,Small
1637,548,3,1637,1616,548,1637,856.52,Small
1638,498,25,1638,1616,498,1638,1845.45,Small
1639,51,51,51,1616,51,121,4042.08,Medium
1640,599,44,1640,1616,855,1640,1828,Small
1641,26,17,1641,1641,26,378,3680.28,Medium
1642,134,134,1642,1641,134,370,2925.09,Small
1643,28,28,1643,1641,28,118,3415.77,Medium
1644,29,5,1644,1641,29,305,5105.14,Medium
1645,371,128,1645,1641,371,207,5098.8,Medium
1646,191,30,1646,1641,191,1646,4661.76,Medium
1647,32,108,1647,1641,139,226,2969.96,Small
1648,113,374,1648,1641,374,369,3496.32,Medium
1649,34,34,1649,1641,34,327,5760.93,Medium
1650,142,142,1650,1641,142,1650,6819.04,Medium
1651,143,143,1651,1641,143,140,3148.88,Medium
1652,144,44,1652,1641,144,1054,5704.32,Medium
1653,198,25,1653,1641,379,457,3520.6,Medium
1654,39,143,1654,1641,146,69,5285.62,Medium
1655,199,44,1655,1641,381,267,5605.05,Medium
1656,148,18,1656,1641,148,120,2779.5,Small
1657,42,42,1657,1641,42,7,5398.08,Medium
1658,150,15,1658,1641,150,1658,3189.6,Medium
1659,151,35,1659,1641,151,133,5581.8,Medium
1660,124,11,1660,1641,284,741,3820.44,Medium
1661,153,27,1661,1641,153,1661,5528.04,Medium
1662,123,28,1662,1641,206,10,5981.42,Medium
1663,48,25,1663,1641,287,1377,5684.65,Medium
1664,208,44,1664,1641,208,1224,3449.4,Medium
1665,50,44,1665,1641,209,85,2654.4,Small
1666,392,25,1666,1641,392,1666,8498,Large
1667,53,14,1667,1641,160,564,5510.54,Medium
1668,161,161,1668,1668,161,1668,2060.45,Small
1669,1,1,1669,1668,1,1669,2460.16,Small
1670,163,44,1670,1668,163,1670,1787.56,Small
1671,3,3,1671,1668,3,1671,1645.65,Small
1672,4,4,1672,1668,4,1672,2169.18,Small
1673,166,51,51,1668,166,1673,2816.18,Small
1674,6,6,1674,1668,6,1674,2521.05,Small
1675,1675,25,1675,1668,1675,1675,3199.98,Medium
1676,9,9,1676,1668,9,1676,1338.12,Small
1677,250,6,1677,1668,250,1677,2972.58,Small
1678,11,11,1678,1668,11,1678,2070.9,Small
1679,1102,9,1679,1668,1102,1679,3092.6,Medium
1680,1202,121,1680,1668,1202,1680,2408.7,Small
1681,175,175,1681,1668,175,1681,3472.54,Medium
1682,15,15,1682,1668,15,1682,2263.28,Small
1683,16,16,1683,1668,16,1683,2194.17,Small
1684,17,17,1684,1668,17,1684,1346.4,Small
1685,179,258,1685,1668,258,1685,2533.63,Small
1686,1159,161,1686,1668,1159,1686,3403.26,Medium
1687,20,20,1687,1668,20,39,3307.2,Medium
1688,1161,25,1688,1668,1161,1688,2896.65,Small
1689,182,182,1689,1668,182,1689,2632.89,Small
1690,22,14,1690,1668,22,542,2046,Small
1691,472,44,1691,1668,472,1691,2279.55,Small
1692,24,24,1692,1668,24,1692,2150.55,Small
1693,527,202,1693,1693,527,1693,3360.45,Medium
1694,477,462,1694,1693,580,1694,2326.4,Small
1695,451,51,51,1693,451,1695,1545.6,Small
1696,452,203,1696,1693,452,85,2144.6,Small
1697,453,13,1697,1693,532,1697,1639.22,Small
1698,167,44,1698,1693,482,1698,2649.6,Small
1699,168,45,1699,1693,401,1699,3845.6,Medium
1700,169,188,1700,1693,456,1700,4527.04,Medium
1701,300,25,1701,1693,300,1701,3966.3,Medium
1702,486,34,1702,1693,486,1702,4142.58,Medium
1703,459,418,1703,1693,538,1703,4441.5,Medium
1704,1404,188,1704,1693,1404,1704,3315.12,Medium
1705,1405,25,1705,1693,1405,1705,3918.53,Medium
1706,542,143,1706,1693,542,1706,2830.45,Small
1707,110,24,1707,1693,592,243,5298.86,Medium
1708,178,25,1708,1693,544,1708,2620.8,Small
1709,45,23,1709,1693,412,1709,2181,Small
1710,467,202,1710,1693,494,1710,3382.08,Medium
1711,47,462,1711,1693,495,248,2876.75,Small
1712,1712,44,1712,1693,1712,468,4107.2,Medium
1713,498,25,1713,1693,498,1713,1350,Small
1714,550,131,1714,1693,550,1714,7182,Large
1715,599,21,21,1693,599,91,3933.93,Medium
1716,266,25,1716,1716,266,1716,1742.4,Small
1717,134,134,1717,1716,134,1717,721.44,Small
1718,188,188,1718,1716,188,1718,1489.41,Small
1719,370,182,1719,1716,370,1719,891.03,Small
1720,371,128,1720,1716,371,1720,1209.3,Small
1721,191,30,1721,1716,191,1721,859.14,Small
1722,32,108,1722,1716,139,1722,1151.44,Small
1723,113,374,1723,1716,374,1723,1336.44,Small
1724,34,71,1724,1716,375,1724,905.28,Small
1725,142,142,1725,1716,142,1725,1247.4,Small
1726,377,377,1726,1716,377,1726,846.51,Small
1727,144,44,1727,1716,144,1727,1085.04,Small
1728,198,25,1728,1716,379,1728,1767.43,Small
1729,39,143,1729,1716,146,1729,1030.44,Small
1730,199,44,1730,1716,381,1730,1585.36,Small
1731,148,18,1731,1716,148,1731,813.2,Small
1732,42,0,1732,1716,383,1732,1172.34,Small
1733,150,15,1733,1716,150,1733,1510.56,Small
1734,151,203,1734,1716,203,1734,1448.07,Small
1735,124,11,1735,1716,284,258,3338.1,Medium
1736,153,44,1736,1716,1736,1736,1225.29,Small
1737,336,188,1737,1716,336,1737,1336.68,Small
1738,48,25,1738,1716,287,1738,2985.84,Small
1739,208,44,1739,1716,208,30,5545.8,Medium
1740,725,25,1740,1716,725,839,6089.6,Medium
1741,1060,25,1741,1716,1060,1741,1789.4,Small
1742,392,25,1742,1716,392,1742,1082.1,Small
1743,53,14,1743,1716,160,1729,1030.44,Small
