timeid,DATE_ID,QTR_ID,MONTH_ID,YEAR_ID
122,14,4,10,2004
151,22,4,10,2004
570,10,4,11,2004
125,21,4,11,2004
126,2,4,12,2004
288,26,1,1,2005
129,23,1,2,2005
2532,28,1,3,2005
132,6,2,5,2005
552,17,1,2,2003
107,28,2,4,2003
554,16,2,6,2003
109,10,3,8,2003
110,6,4,10,2003
111,23,4,10,2003
112,8,4,11,2003
113,14,4,11,2003
114,26,4,11,2003
115,9,1,1,2004
116,19,1,2,2004
1226,8,2,5,2004
564,24,2,6,2004
119,21,3,7,2004
120,20,3,8,2004
567,15,3,9,2004
122,14,4,10,2004
123,1,4,11,2004
1233,12,4,11,2004
74,23,4,11,2004
572,3,4,12,2004
21,17,4,12,2004
128,31,1,1,2005
574,1,1,3,2005
575,30,1,3,2005
131,1,2,4,2005
1240,9,2,5,2005
552,17,1,2,2003
55,29,2,4,2003
554,16,2,6,2003
109,10,3,8,2003
110,6,4,10,2003
5,28,4,10,2003
112,8,4,11,2003
560,27,4,11,2003
63,12,1,1,2004
116,19,1,2,2004
788,2,2,4,2004
563,11,2,5,2004
564,24,2,6,2004
14,23,3,7,2004
566,21,3,8,2004
567,15,3,9,2004
17,15,4,10,2004
123,1,4,11,2004
1233,12,4,11,2004
20,24,4,11,2004
572,3,4,12,2004
21,17,4,12,2004
22,3,1,2,2005
574,1,1,3,2005
575,30,1,3,2005
802,3,2,4,2005
577,10,2,5,2005
106,11,1,2,2003
107,28,2,4,2003
108,12,2,6,2003
109,10,3,8,2003
1823,2,4,10,2003
111,23,4,10,2003
994,7,4,11,2003
113,14,4,11,2003
114,26,4,11,2003
195,2,1,1,2004
116,19,1,2,2004
1830,29,1,3,2004
117,7,2,5,2004
118,17,2,6,2004
119,21,3,7,2004
120,20,3,8,2004
121,10,3,9,2004
122,14,4,10,2004
123,1,4,11,2004
570,10,4,11,2004
74,23,4,11,2004
126,2,4,12,2004
128,31,1,1,2005
574,1,1,3,2005
2532,28,1,3,2005
132,6,2,5,2005
26,29,1,1,2003
134,1,2,4,2003
28,28,2,5,2003
29,24,3,7,2003
30,19,3,9,2003
138,21,4,10,2003
32,6,4,11,2003
33,13,4,11,2003
34,25,4,11,2003
35,5,4,12,2003
143,4,1,2,2004
144,11,1,3,2004
38,4,2,5,2004
39,15,2,6,2004
40,19,3,7,2004
148,19,3,8,2004
42,8,3,9,2004
43,11,4,10,2004
151,22,4,10,2004
124,5,4,11,2004
205,20,4,11,2004
123,1,4,11,2004
48,10,4,12,2004
208,23,1,1,2005
50,17,1,2,2005
52,1,2,5,2005
53,31,2,5,2005
552,17,1,2,2003
55,29,2,4,2003
783,27,2,6,2003
3,25,3,8,2003
5,28,4,10,2003
7,18,4,11,2003
63,12,1,1,2004
10,20,1,2,2004
788,2,2,4,2004
563,11,2,5,2004
13,28,2,6,2004
14,23,3,7,2004
15,27,3,8,2004
793,16,3,9,2004
17,15,4,10,2004
18,2,4,11,2004
1233,12,4,11,2004
20,24,4,11,2004
798,4,4,12,2004
21,17,4,12,2004
22,3,1,2,2005
23,3,1,3,2005
575,30,1,3,2005
802,3,2,4,2005
577,10,2,5,2005
552,17,1,2,2003
55,29,2,4,2003
109,10,3,8,2003
110,6,4,10,2003
5,28,4,10,2003
8,1,4,12,2003
63,12,1,1,2004
10,20,1,2,2004
788,2,2,4,2004
563,11,2,5,2004
564,24,2,6,2004
14,23,3,7,2004
566,21,3,8,2004
567,15,3,9,2004
17,15,4,10,2004
123,1,4,11,2004
1233,12,4,11,2004
20,24,4,11,2004
798,4,4,12,2004
21,17,4,12,2004
22,3,1,2,2005
574,1,1,3,2005
575,30,1,3,2005
802,3,2,4,2005
577,10,2,5,2005
106,11,1,2,2003
2692,21,2,4,2003
108,12,2,6,2003
189,8,3,8,2003
190,28,3,9,2003
111,23,4,10,2003
994,7,4,11,2003
113,14,4,11,2003
114,26,4,11,2003
195,2,1,1,2004
116,19,1,2,2004
999,20,1,3,2004
117,7,2,5,2004
118,17,2,6,2004
119,21,3,7,2004
120,20,3,8,2004
121,10,3,9,2004
122,14,4,10,2004
1307,29,4,10,2004
570,10,4,11,2004
125,21,4,11,2004
126,2,4,12,2004
128,31,1,1,2005
574,1,1,3,2005
2532,28,1,3,2005
132,6,2,5,2005
106,11,1,2,2003
187,16,2,4,2003
108,12,2,6,2003
189,8,3,8,2003
190,28,3,9,2003
111,23,4,10,2003
994,7,4,11,2003
113,14,4,11,2003
114,26,4,11,2003
195,2,1,1,2004
116,19,1,2,2004
999,20,1,3,2004
117,7,2,5,2004
118,17,2,6,2004
119,21,3,7,2004
120,20,3,8,2004
121,10,3,9,2004
122,14,4,10,2004
1307,29,4,10,2004
570,10,4,11,2004
125,21,4,11,2004
126,2,4,12,2004
128,31,1,1,2005
574,1,1,3,2005
2532,28,1,3,2005
132,6,2,5,2005
552,17,1,2,2003
107,28,2,4,2003
554,16,2,6,2003
109,10,3,8,2003
110,6,4,10,2003
5,28,4,10,2003
112,8,4,11,2003
560,27,4,11,2003
63,12,1,1,2004
116,19,1,2,2004
788,2,2,4,2004
563,11,2,5,2004
564,24,2,6,2004
14,23,3,7,2004
566,21,3,8,2004
567,15,3,9,2004
17,15,4,10,2004
123,1,4,11,2004
1233,12,4,11,2004
74,23,4,11,2004
572,3,4,12,2004
21,17,4,12,2004
128,31,1,1,2005
574,1,1,3,2005
575,30,1,3,2005
802,3,2,4,2005
577,10,2,5,2005
552,17,1,2,2003
107,28,2,4,2003
554,16,2,6,2003
109,10,3,8,2003
110,6,4,10,2003
111,23,4,10,2003
112,8,4,11,2003
113,14,4,11,2003
114,26,4,11,2003
115,9,1,1,2004
116,19,1,2,2004
1226,8,2,5,2004
564,24,2,6,2004
119,21,3,7,2004
120,20,3,8,2004
567,15,3,9,2004
122,14,4,10,2004
123,1,4,11,2004
19,15,4,11,2004
74,23,4,11,2004
572,3,4,12,2004
21,17,4,12,2004
128,31,1,1,2005
574,1,1,3,2005
575,30,1,3,2005
131,1,2,4,2005
1240,9,2,5,2005
106,11,1,2,2003
187,16,2,4,2003
108,12,2,6,2003
189,8,3,8,2003
190,28,3,9,2003
111,23,4,10,2003
994,7,4,11,2003
113,14,4,11,2003
114,26,4,11,2003
195,2,1,1,2004
116,19,1,2,2004
999,20,1,3,2004
117,7,2,5,2004
118,17,2,6,2004
119,21,3,7,2004
120,20,3,8,2004
201,9,3,9,2004
122,14,4,10,2004
1307,29,4,10,2004
570,10,4,11,2004
125,21,4,11,2004
126,2,4,12,2004
128,31,1,1,2005
574,1,1,3,2005
2532,28,1,3,2005
132,6,2,5,2005
